,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,3,4,7,9,11,15,26
MONTERO,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,6,2,5,3,15,6,21
MORO MORO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,2,2,2,3,5,5,10
MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-05-01,28,24,37,28,41,45,106,97,203
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,0,2,0,3,0,3
OCURI,talla para la edad (t/e),talla baja (tb),2008-05-01,25,33,52,60,56,71,133,164,297
OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,2,4,1,5,5,10,15
ORURO,talla para la edad (t/e),talla baja (tb),2008-05-01,71,43,114,72,73,69,258,184,442
PADCAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,2,7,2,8,5,13
PADILLA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,8,29,27,72,73,107,108,215
PALCA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,8,3,7,16,16,25,31,56
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-05-01,5,1,11,5,6,7,22,13,35
PASORAPA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,0,0,1,1,1,2
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,3,1,3,7,8,8,16
PAZÑA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,1,12,5,6,3,24,9,33
PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-05-01,5,5,8,7,6,7,19,19,38
POCOATA,talla para la edad (t/e),talla baja (tb),2008-05-01,32,28,42,47,54,62,128,137,265
POCONA,talla para la edad (t/e),talla baja (tb),2008-05-01,13,5,14,26,16,7,43,38,81
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-05-01,5,5,2,1,10,7,17,13,30
POOPO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,1,0,2,0,3,1,4
PORCO,talla para la edad (t/e),talla baja (tb),2008-05-01,20,27,10,12,7,17,37,56,93
POROMA,talla para la edad (t/e),talla baja (tb),2008-05-01,20,25,47,52,58,88,125,165,290
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-05-01,3,8,2,3,8,7,13,18,31
PORVENIR,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,0,0,0,1,1
POTOSI,talla para la edad (t/e),talla baja (tb),2008-05-01,132,165,148,108,181,170,461,443,904
PRESTO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,1,0,0,0,1,1
PUCARA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,3,3,6,2,10,5,15
PUCARANI,talla para la edad (t/e),talla baja (tb),2008-05-01,1,2,0,0,2,1,3,3,6
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,3,0,1,0,0,1,4,5
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-05-01,14,7,13,13,36,32,63,52,115
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2008-05-01,3,12,10,4,23,7,36,23,59
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,2,3,4,6,7,10,17
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,5,5,4,5,9,11,18,29
PUERTO SILES,talla para la edad (t/e),talla baja (tb),2008-05-01,1,4,2,0,3,2,6,6,12
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-05-01,21,16,26,18,44,33,91,67,158
PUNA,talla para la edad (t/e),talla baja (tb),2008-05-01,25,22,46,37,90,88,161,147,308
PUNATA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,1,7,2,4,7,14,10,24
QUIABAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,3,2,4,11,11,17,18,35
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-05-01,6,3,7,9,6,6,19,18,37
QUIME,talla para la edad (t/e),talla baja (tb),2008-05-01,2,2,18,6,21,14,41,22,63
QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,0,0,0,1,1
RAVELO,talla para la edad (t/e),talla baja (tb),2008-05-01,8,7,6,4,15,12,29,23,52
REYES,talla para la edad (t/e),talla baja (tb),2008-05-01,4,2,2,4,7,10,13,16,29
RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-05-01,115,45,73,51,35,48,223,144,367
SABAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,2,1,2,1,3
SACABA,talla para la edad (t/e),talla baja (tb),2008-05-01,23,13,34,24,40,39,97,76,173
SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,2,1,0,0,3,2,5
SACACA,talla para la edad (t/e),talla baja (tb),2008-05-01,41,33,45,44,83,85,169,162,331
SAIPINA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,3,1,5,5,12,7,19
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,2,9,8,19,18,32,28,60
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,1,1,0,0,3,1,4
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,0,0,0,1,1
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,0,1,0,1,1
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,0,0,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,1,0,0,1,1,2
SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-05-01,8,4,21,6,21,19,50,29,79
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2008-05-01,6,0,4,1,2,4,12,5,17
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-05-01,3,6,16,5,16,12,35,23,58
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,9,6,11,5,21,11,32
SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,6,2,1,3,9,6,15
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,1,0,2,1,4,1,5
SAN JULIAN,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,1,1,9,7,11,9,20
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-05-01,6,12,16,18,29,32,51,62,113
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-05-01,106,82,137,163,360,334,603,579,1182
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,2,1,0,1,2,2,4
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,4,1,4,7,10,9,19
SAN PEDRO,talla para la edad (t/e),talla baja (tb),2008-05-01,3,2,5,8,8,7,16,17,33
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-05-01,12,7,23,33,21,28,56,68,124
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,0,0,1,0,2,0,2
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,0,3,1,5,3,9,12
SAN PEDRO(PND),talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,1,0,1,0,1
SAN RAFAEL,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,1,0,1,0,1
SAN RAMON,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,2,2,0,1,2,3,5
SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,3,3,6,2,5,7,14,21
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,0,3,1,3,1,8,2,10
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,0,0,0,1,1,1,2
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-05-01,4,2,11,12,18,12,33,26,59
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,0,1,0,2,2
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-05-01,2,1,3,2,3,4,8,7,15
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,6,3,16,16,26,20,46
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-05-01,3,11,18,11,21,28,42,50,92
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-05-01,0,3,3,4,3,4,6,11,17
SIPE SIPE,talla para la edad (t/e),talla baja (tb),2008-05-01,19,12,33,20,17,14,69,46,115
SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-05-01,21,18,51,32,92,105,164,155,319
SORACACHI,talla para la edad (t/e),talla baja (tb),2008-05-01,2,4,0,6,3,4,5,14,19
SUCRE,talla para la edad (t/e),talla baja (tb),2008-05-01,23,16,31,31,73,93,127,140,267
TACACOMA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,0,2,0,0,0,5,0,5
TACOBAMBA,talla para la edad (t/e),talla baja (tb),2008-05-01,10,7,17,14,34,28,61,49,110
TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,3,8,10,27,22,41,35,76
TAHUA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,3,0,3,0,3
TAPACARI,talla para la edad (t/e),talla baja (tb),2008-05-01,25,16,60,33,35,30,120,79,199
TARABUCO,talla para la edad (t/e),talla baja (tb),2008-05-01,14,40,26,15,52,42,92,97,189
TARACO,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,3,1,1,2,5,4,9
TARATA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,1,1,3,6,5,11,9,20
TARIJA,talla para la edad (t/e),talla baja (tb),2008-05-01,3,3,1,5,7,5,11,13,24
TARVITA,talla para la edad (t/e),talla baja (tb),2008-05-01,39,41,103,84,221,219,363,344,707
TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-05-01,2,2,3,1,1,5,6,8,14
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,13,11,18,18,26,17,57,46,103
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-05-01,2,6,4,6,9,9,15,21,36
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-05-01,19,24,23,20,22,27,64,71,135
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,0,0,1,0,1,1
TOCO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,2,4,0,0,0,4,2,6
TOMAVE,talla para la edad (t/e),talla baja (tb),2008-05-01,12,7,7,6,27,18,46,31,77
TOMINA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,4,7,9,47,33,58,46,104
TORO TORO,talla para la edad (t/e),talla baja (tb),2008-05-01,24,17,29,24,60,57,113,98,211
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-05-01,3,0,5,4,7,3,15,7,22
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-05-01,1,0,3,3,7,6,11,9,20
TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-05-01,31,22,28,34,19,28,78,84,162
TUPIZA,talla para la edad (t/e),talla baja (tb),2008-05-01,35,22,46,21,99,71,180,114,294
TURCO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,5,1,1,2,6,3,9
UMALA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,2,2,1,1,3,4,7
UNCIA,talla para la edad (t/e),talla baja (tb),2008-05-01,25,21,48,36,71,73,144,130,274
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,0,1,3,3,4,5,9
UYUNI,talla para la edad (t/e),talla baja (tb),2008-05-01,17,10,16,21,49,37,82,68,150
VACAS,talla para la edad (t/e),talla baja (tb),2008-05-01,4,6,6,6,6,8,16,20,36
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-05-01,9,1,2,3,4,2,15,6,21
VIACHA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,5,5,5,4,1,13,11,24
VILA VILA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,4,13,11,23,18,42,33,75
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-05-01,2,3,9,4,9,7,20,14,34
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-05-01,15,7,21,18,71,72,107,97,204
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-05-01,19,26,52,46,60,77,131,149,280
VILLAZON,talla para la edad (t/e),talla baja (tb),2008-05-01,19,11,21,19,29,39,69,69,138
VINTO,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,0,2,1,0,1,2,3
VITICHI,talla para la edad (t/e),talla baja (tb),2008-05-01,6,3,16,9,35,48,57,60,117
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2008-05-01,1,1,1,4,10,4,12,9,21
WARNES,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,1,2,2,2,4,6
YACO,talla para la edad (t/e),talla baja (tb),2008-05-01,12,17,24,10,26,22,62,49,111
YACUIBA,talla para la edad (t/e),talla baja (tb),2008-05-01,6,3,15,17,20,31,41,51,92
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-05-01,10,12,35,50,110,77,155,139,294
YANACACHI,talla para la edad (t/e),talla baja (tb),2008-05-01,0,1,0,0,1,2,1,3,4
YAPACANI,talla para la edad (t/e),talla baja (tb),2008-05-01,2,3,4,5,4,4,10,12,22
YOCALLA,talla para la edad (t/e),talla baja (tb),2008-05-01,0,0,1,1,1,1,2,2,4
YOTALA,talla para la edad (t/e),talla baja (tb),2008-05-01,5,3,25,8,57,46,87,57,144
YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-05-01,4,7,7,4,20,19,31,30,61
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2008-05-01,1,6,5,3,18,19,24,28,52
ACACIO,talla para la edad (t/e),talla baja (tb),2008-06-01,17,11,19,24,48,55,84,90,174
ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-06-01,12,12,13,8,16,19,41,39,80
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,4,5,3,2,3,10,10,20
AIQUILE,talla para la edad (t/e),talla baja (tb),2008-06-01,12,11,14,17,34,48,60,76,136
ALALAY,talla para la edad (t/e),talla baja (tb),2008-06-01,12,3,22,13,26,27,60,43,103
ALCALA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,15,11,35,18,51,29,80
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2008-06-01,11,10,6,14,27,19,44,43,87
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,2,0,0,2,2,4
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,0,4,1,3,2,7,9
ANZALDO,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,2,3,6,3,9,7,16
APOLO,talla para la edad (t/e),talla baja (tb),2008-06-01,6,8,17,23,43,33,66,64,130
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-06-01,18,10,23,19,44,43,85,72,157
ARANI,talla para la edad (t/e),talla baja (tb),2008-06-01,7,0,7,6,8,11,22,17,39
ARBIETO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,3,2,1,2,4,4,8
ARQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,17,14,35,26,56,57,108,97,205
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2008-06-01,9,10,5,5,19,25,33,40,73
ATOCHA,talla para la edad (t/e),talla baja (tb),2008-06-01,16,13,10,8,13,14,39,35,74
AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,9,13,9,4,20,17,37
AYATA,talla para la edad (t/e),talla baja (tb),2008-06-01,11,8,13,11,24,8,48,27,75
AYO AYO,talla para la edad (t/e),talla baja (tb),2008-06-01,14,5,6,2,8,10,28,17,45
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-06-01,17,11,22,16,30,40,69,67,136
BATALLAS,talla para la edad (t/e),talla baja (tb),2008-06-01,3,8,9,4,7,11,19,23,42
BAURES,talla para la edad (t/e),talla baja (tb),2008-06-01,2,3,2,2,3,5,7,10,17
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,2,1,0,1,2,3
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,2,2,4,2,6,8
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,5,5,2,6,7,13,20
BERMEJO,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,2,1,6,5,9,7,16
BETANZOS,talla para la edad (t/e),talla baja (tb),2008-06-01,45,40,109,86,103,96,257,222,479
BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-06-01,24,13,37,22,44,37,105,72,177
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,2,1,2,2,4,5,9
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,1,1,1,0,3,1,4
CABEZAS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,1,0,1,0,1
CAIROMA,talla para la edad (t/e),talla baja (tb),2008-06-01,22,15,28,38,40,49,90,102,192
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2008-06-01,7,7,13,5,13,9,33,21,54
CALACOTO,talla para la edad (t/e),talla baja (tb),2008-06-01,7,0,7,14,10,12,24,26,50
CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,14,12,34,24,35,25,83,61,144
CAMARGO,talla para la edad (t/e),talla baja (tb),2008-06-01,19,12,19,21,60,61,98,94,192
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-06-01,4,4,9,8,17,9,30,21,51
CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-06-01,5,3,13,11,17,26,35,40,75
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-06-01,5,4,12,4,5,6,22,14,36
CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-06-01,9,7,19,8,11,21,39,36,75
CARANAVI,talla para la edad (t/e),talla baja (tb),2008-06-01,6,4,2,2,6,8,14,14,28
CARANGAS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,0,0,1,1
CARAPARI,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,2,0,1,1,3,4
CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-06-01,19,27,40,35,108,87,167,149,316
CATACORA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,8,5,8,8,17,13,30
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-06-01,30,16,25,37,65,83,120,136,256
CHAQUI,talla para la edad (t/e),talla baja (tb),2008-06-01,1,6,9,2,6,5,16,13,29
CHARAÑA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,4,1,3,4,7,5,12
CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-06-01,11,7,9,6,22,27,42,40,82
CHIMORE,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,1,1,1,2,2,4
CHIPAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,0,0,1,0,1,1,2
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,1,1,3,1,4,5,9
CHUMA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,4,18,10,22,26,49,40,89
CLIZA,talla para la edad (t/e),talla baja (tb),2008-06-01,5,2,6,2,4,7,15,11,26
COBIJA,talla para la edad (t/e),talla baja (tb),2008-06-01,8,5,9,6,10,6,27,17,44
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,4,1,2,6,4,7,10,17
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-06-01,5,7,15,11,11,14,31,32,63
COLLANA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,4,4,3,5,7,12
COLOMI,talla para la edad (t/e),talla baja (tb),2008-06-01,8,11,14,14,47,48,69,73,142
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2008-06-01,82,55,111,103,106,92,299,250,549
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,2,12,6,13,9,32,17,49
COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,2,3,1,5,5,10,15
COMANCHE,talla para la edad (t/e),talla baja (tb),2008-06-01,4,2,10,5,7,5,21,12,33
COMARAPA,talla para la edad (t/e),talla baja (tb),2008-06-01,18,16,15,10,12,13,45,39,84
COMBAYA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,0,0,1,1
CONCEPCION,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,5,4,9,2,14,8,22
COPACABANA,talla para la edad (t/e),talla baja (tb),2008-06-01,4,2,12,7,7,9,23,18,41
CORIPATA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,5,4,10,5,16,21
CORO CORO,talla para la edad (t/e),talla baja (tb),2008-06-01,5,7,14,4,9,6,28,17,45
COROICO,talla para la edad (t/e),talla baja (tb),2008-06-01,3,9,10,16,14,12,27,37,64
CORQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,1,0,1,0,2,2
COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-06-01,25,14,37,26,42,60,104,100,204
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,1,0,0,1,2,3
CULPINA,talla para la edad (t/e),talla baja (tb),2008-06-01,10,6,32,29,56,78,98,113,211
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,5,1,3,0,9,1,10
CURVA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,3,11,4,11,7,22,14,36
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,5,2,6,3,11,7,18
EL ALTO,talla para la edad (t/e),talla baja (tb),2008-06-01,327,259,331,257,384,358,1042,874,1916
EL CHORO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,2,0,3,1,5,6
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2008-06-01,7,8,7,10,10,8,24,26,50
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,8,4,9,9,19,15,34
EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,14,5,49,49,65,56,121
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-06-01,2,3,9,3,3,3,14,9,23
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-06-01,4,3,6,7,21,10,31,20,51
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,3,0,0,2,3,2,5
EXALTACION,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,0,1,0,0,0,3,3
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,0,1,0,3,0,3
FILADELFIA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,2,1,2,1,3
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,3,11,9,13,15,33,27,60
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-06-01,19,14,21,22,44,35,84,71,155
GUANAY,talla para la edad (t/e),talla baja (tb),2008-06-01,2,4,3,5,5,6,10,15,25
GUAQUI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,1,2,2,1,2,5,5,10
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2008-06-01,19,12,10,11,10,14,39,37,76
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-06-01,0,2,0,2,5,4,5,8,13
HUANUNI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,2,3,6,16,4,21,12,33
HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,1,0,5,5,7,5,12
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,1,0,3,2,4,2,6
ICHOCA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,0,1,0,1,1
ICLA,talla para la edad (t/e),talla baja (tb),2008-06-01,31,21,37,31,86,111,154,163,317
INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-06-01,61,41,108,109,225,246,394,396,790
INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-06-01,8,10,9,6,7,9,24,25,49
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2008-06-01,6,2,4,1,12,15,22,18,40
IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-06-01,2,6,9,14,9,10,20,30,50
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-06-01,8,2,11,13,31,29,50,44,94
LA ASUNTA,talla para la edad (t/e),talla baja (tb),2008-06-01,3,2,3,0,4,8,10,10,20
LA PAZ,talla para la edad (t/e),talla baja (tb),2008-06-01,251,191,225,203,236,237,712,631,1343
LAJA,talla para la edad (t/e),talla baja (tb),2008-06-01,16,14,15,14,26,12,57,40,97
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-06-01,2,3,6,2,14,14,22,19,41
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,2,1,3,3,5,4,9
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-06-01,6,5,10,6,29,13,45,24,69
LLICA,talla para la edad (t/e),talla baja (tb),2008-06-01,7,7,2,5,11,10,20,22,42
LORETO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,0,0,0,0,2,0,2,2
LURIBAY,talla para la edad (t/e),talla baja (tb),2008-06-01,5,5,11,13,22,17,38,35,73
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-06-01,2,0,5,1,2,1,9,2,11
MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,1,2,0,0,1,3,2,5
MAIRANA,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,1,2,1,3,3,6
MALLA,talla para la edad (t/e),talla baja (tb),2008-06-01,9,5,7,7,32,26,48,38,86
MAPIRI,talla para la edad (t/e),talla baja (tb),2008-06-01,2,1,5,13,3,4,10,18,28
MECAPACA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,0,2,1,1,1,4,2,6
MINEROS,talla para la edad (t/e),talla baja (tb),2008-06-01,4,7,15,12,24,22,43,41,84
MIZQUE,talla para la edad (t/e),talla baja (tb),2008-06-01,18,26,36,35,59,67,113,128,241
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-06-01,23,14,15,13,40,34,78,61,139
MOJINETE,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,1,2,1,5,2,8,10
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-06-01,1,2,7,4,10,9,18,15,33
MONTERO,talla para la edad (t/e),talla baja (tb),2008-06-01,16,7,11,7,3,4,30,18,48
MORO MORO,talla para la edad (t/e),talla baja (tb),2008-06-01,0,1,4,4,4,4,8,9,17
