,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
MAPIRI,talla para la edad (t/e),talla normal (t n),2008-11-01,34,36,20,25,11,9,65,70,135
MECAPACA,talla para la edad (t/e),talla normal (t n),2008-11-01,55,43,24,34,35,42,114,119,233
MINEROS,talla para la edad (t/e),talla normal (t n),2008-11-01,115,111,64,75,81,79,260,265,525
MIZQUE,talla para la edad (t/e),talla normal (t n),2008-11-01,105,112,62,57,102,91,269,260,529
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2008-11-01,50,41,24,24,38,35,112,100,212
MOJINETE,talla para la edad (t/e),talla normal (t n),2008-11-01,4,2,1,0,0,4,5,6,11
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2008-11-01,38,8,6,10,22,23,66,41,107
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2008-11-01,193,182,198,177,249,229,640,588,1228
MONTERO,talla para la edad (t/e),talla normal (t n),2008-11-01,534,501,278,265,353,368,1165,1134,2299
MORO MORO,talla para la edad (t/e),talla normal (t n),2008-11-01,20,18,15,14,19,18,54,50,104
MOROCHATA,talla para la edad (t/e),talla normal (t n),2008-11-01,143,158,125,124,122,108,390,390,780
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2008-11-01,15,13,15,11,34,22,64,46,110
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla normal (t n),2008-11-01,5,5,4,3,5,5,14,13,27
OCURI,talla para la edad (t/e),talla normal (t n),2008-11-01,113,82,113,98,89,93,315,273,588
OMEREQUE,talla para la edad (t/e),talla normal (t n),2008-11-01,25,17,10,15,17,19,52,51,103
ORURO,talla para la edad (t/e),talla normal (t n),2008-11-01,655,633,441,404,390,325,1486,1362,2848
PADCAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,113,92,119,124,89,103,321,319,640
PADILLA,talla para la edad (t/e),talla normal (t n),2008-11-01,73,75,57,85,154,174,284,334,618
PAILON,talla para la edad (t/e),talla normal (t n),2008-11-01,113,114,78,57,65,69,256,240,496
PALCA,talla para la edad (t/e),talla normal (t n),2008-11-01,36,41,17,9,32,32,85,82,167
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2008-11-01,154,115,111,97,146,131,411,343,754
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2008-11-01,9,17,11,11,13,20,33,48,81
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2008-11-01,36,38,21,16,26,19,83,73,156
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2008-11-01,14,15,23,19,12,6,49,40,89
PASORAPA,talla para la edad (t/e),talla normal (t n),2008-11-01,1,1,2,3,3,2,6,6,12
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,9,16,8,6,8,10,25,32,57
PAZÑA,talla para la edad (t/e),talla normal (t n),2008-11-01,42,40,21,30,30,33,93,103,196
PELECHUCO,talla para la edad (t/e),talla normal (t n),2008-11-01,29,29,16,15,28,27,73,71,144
POCOATA,talla para la edad (t/e),talla normal (t n),2008-11-01,126,168,97,121,102,101,325,390,715
POCONA,talla para la edad (t/e),talla normal (t n),2008-11-01,32,28,12,16,20,27,64,71,135
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2008-11-01,68,64,36,29,47,55,151,148,299
POOPO,talla para la edad (t/e),talla normal (t n),2008-11-01,11,3,0,0,0,0,11,3,14
PORCO,talla para la edad (t/e),talla normal (t n),2008-11-01,71,64,42,41,22,29,135,134,269
POROMA,talla para la edad (t/e),talla normal (t n),2008-11-01,56,57,49,38,90,86,195,181,376
PORONGO,talla para la edad (t/e),talla normal (t n),2008-11-01,31,43,19,17,41,31,91,91,182
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2008-11-01,106,106,68,64,72,87,246,257,503
PORVENIR,talla para la edad (t/e),talla normal (t n),2008-11-01,38,29,30,33,37,41,105,103,208
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2008-11-01,5,6,2,3,5,1,12,10,22
POTOSI,talla para la edad (t/e),talla normal (t n),2008-11-01,946,767,329,349,435,443,1710,1559,3269
PRESTO,talla para la edad (t/e),talla normal (t n),2008-11-01,64,74,49,48,124,88,237,210,447
PUCARA,talla para la edad (t/e),talla normal (t n),2008-11-01,6,8,3,3,10,8,19,19,38
PUCARANI,talla para la edad (t/e),talla normal (t n),2008-11-01,157,153,87,72,95,76,339,301,640
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2008-11-01,64,63,37,36,63,60,164,159,323
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2008-11-01,63,56,37,27,59,51,159,134,293
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2008-11-01,64,23,16,24,38,43,118,90,208
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2008-11-01,15,23,20,16,49,46,84,85,169
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2008-11-01,98,96,28,28,27,30,153,154,307
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2008-11-01,37,42,30,31,15,15,82,88,170
PUERTO SILES,talla para la edad (t/e),talla normal (t n),2008-11-01,4,14,4,4,8,7,16,25,41
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2008-11-01,86,86,29,37,31,31,146,154,300
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2008-11-01,350,324,240,206,268,218,858,748,1606
PUNA,talla para la edad (t/e),talla normal (t n),2008-11-01,107,103,65,53,77,90,249,246,495
PUNATA,talla para la edad (t/e),talla normal (t n),2008-11-01,250,159,120,75,125,105,495,339,834
QUIABAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,10,6,4,5,5,9,19,20,39
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2008-11-01,367,299,184,138,179,165,730,602,1332
QUIME,talla para la edad (t/e),talla normal (t n),2008-11-01,71,57,42,39,55,50,168,146,314
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2008-11-01,11,10,6,6,11,11,28,27,55
RAVELO,talla para la edad (t/e),talla normal (t n),2008-11-01,110,119,80,90,101,100,291,309,600
REYES,talla para la edad (t/e),talla normal (t n),2008-11-01,61,64,45,45,49,45,155,154,309
RIBERALTA,talla para la edad (t/e),talla normal (t n),2008-11-01,788,671,550,484,363,326,1701,1481,3182
ROBORE,talla para la edad (t/e),talla normal (t n),2008-11-01,113,93,72,65,88,89,273,247,520
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2008-11-01,21,12,0,0,0,1,21,13,34
SABAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,9,11,5,10,9,7,23,28,51
SACABA,talla para la edad (t/e),talla normal (t n),2008-11-01,612,586,395,327,368,392,1375,1305,2680
SACABAMBA,talla para la edad (t/e),talla normal (t n),2008-11-01,18,20,15,21,33,25,66,66,132
SACACA,talla para la edad (t/e),talla normal (t n),2008-11-01,84,88,44,68,95,93,223,249,472
SAIPINA,talla para la edad (t/e),talla normal (t n),2008-11-01,36,35,23,25,48,48,107,108,215
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2008-11-01,45,43,40,39,41,38,126,120,246
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2008-11-01,57,39,26,14,46,30,129,83,212
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2008-11-01,3,4,5,10,15,10,23,24,47
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2008-11-01,47,52,51,52,59,75,157,179,336
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-11-01,10,14,10,7,2,10,22,31,53
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2008-11-01,12,8,4,1,4,4,20,13,33
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2008-11-01,59,44,37,41,92,109,188,194,382
SAN BENITO,talla para la edad (t/e),talla normal (t n),2008-11-01,49,37,40,31,58,37,147,105,252
SAN BORJA,talla para la edad (t/e),talla normal (t n),2008-11-01,290,301,186,160,246,239,722,700,1422
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2008-11-01,65,48,35,30,48,53,148,131,279
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2008-11-01,99,103,61,56,77,82,237,241,478
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2008-11-01,116,73,64,58,90,74,270,205,475
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-11-01,46,56,48,36,48,38,142,130,272
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2008-11-01,3,7,7,3,3,4,13,14,27
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2008-11-01,55,32,26,33,47,36,128,101,229
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2008-11-01,35,30,34,27,15,22,84,79,163
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2008-11-01,113,81,63,78,100,98,276,257,533
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2008-11-01,27,22,10,29,29,28,66,79,145
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2008-11-01,63,54,45,45,95,108,203,207,410
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2008-11-01,103,77,73,76,82,112,258,265,523
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2008-11-01,268,231,193,221,363,333,824,785,1609
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2008-11-01,64,50,24,20,31,32,119,102,221
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-11-01,13,12,9,10,4,7,26,29,55
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2008-11-01,6,18,7,6,19,18,32,42,74
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2008-11-01,76,74,52,45,64,58,192,177,369
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-11-01,98,97,106,112,80,63,284,272,556
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2008-11-01,15,18,5,3,21,16,41,37,78
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2008-11-01,1,4,0,2,2,1,3,7,10
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2008-11-01,17,11,7,7,9,13,33,31,64
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2008-11-01,8,4,8,5,6,5,22,14,36
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2008-11-01,10,4,5,8,4,11,19,23,42
SANTA ANA,talla para la edad (t/e),talla normal (t n),2008-11-01,163,125,92,77,68,62,323,264,587
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2008-11-01,5026,2821,1660,1384,1597,1422,8283,5627,13910
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2008-11-01,57,66,37,34,71,63,165,163,328
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2008-11-01,18,15,14,9,12,17,44,41,85
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2008-11-01,25,27,30,22,38,42,93,91,184
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-11-01,12,19,10,6,15,11,37,36,73
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2008-11-01,2,4,6,8,64,78,72,90,162
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2008-11-01,7,14,7,7,8,10,22,31,53
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2008-11-01,35,43,41,34,50,60,126,137,263
SENA,talla para la edad (t/e),talla normal (t n),2008-11-01,19,16,10,10,7,6,36,32,68
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2008-11-01,99,93,79,79,101,105,279,277,556
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2008-11-01,160,143,85,87,82,58,327,288,615
SOPACHUY,talla para la edad (t/e),talla normal (t n),2008-11-01,51,57,40,46,60,64,151,167,318
SORACACHI,talla para la edad (t/e),talla normal (t n),2008-11-01,42,47,43,57,44,51,129,155,284
SORATA,talla para la edad (t/e),talla normal (t n),2008-11-01,39,31,18,9,23,7,80,47,127
SUCRE,talla para la edad (t/e),talla normal (t n),2008-11-01,440,421,226,229,534,556,1200,1206,2406
TACACHI,talla para la edad (t/e),talla normal (t n),2008-11-01,3,0,0,0,0,0,3,0,3
TACACOMA,talla para la edad (t/e),talla normal (t n),2008-11-01,30,36,27,21,27,17,84,74,158
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2008-11-01,53,52,25,31,42,51,120,134,254
TACOPAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,70,58,49,52,65,66,184,176,360
TAHUA,talla para la edad (t/e),talla normal (t n),2008-11-01,5,2,1,2,1,2,7,6,13
TAPACARI,talla para la edad (t/e),talla normal (t n),2008-11-01,95,111,59,63,78,70,232,244,476
TARABUCO,talla para la edad (t/e),talla normal (t n),2008-11-01,101,111,70,76,167,193,338,380,718
TARACO,talla para la edad (t/e),talla normal (t n),2008-11-01,20,15,11,14,18,16,49,45,94
TARATA,talla para la edad (t/e),talla normal (t n),2008-11-01,54,50,37,22,35,37,126,109,235
TARIJA,talla para la edad (t/e),talla normal (t n),2008-11-01,250,218,194,190,197,189,641,597,1238
TARVITA,talla para la edad (t/e),talla normal (t n),2008-11-01,121,125,107,85,164,184,392,394,786
TEOPONTE,talla para la edad (t/e),talla normal (t n),2008-11-01,7,10,15,9,19,13,41,32,73
TIAWANACU,talla para la edad (t/e),talla normal (t n),2008-11-01,63,50,24,38,34,34,121,122,243
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,85,82,42,38,50,69,177,189,366
TIPUANI,talla para la edad (t/e),talla normal (t n),2008-11-01,38,26,19,13,18,11,75,50,125
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2008-11-01,128,85,64,57,66,79,258,221,479
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2008-11-01,152,142,89,63,108,91,349,296,645
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2008-11-01,3,4,1,1,2,3,6,8,14
TOCO,talla para la edad (t/e),talla normal (t n),2008-11-01,30,31,23,21,41,45,94,97,191
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2008-11-01,2,2,0,2,0,1,2,5,7
TOLATA,talla para la edad (t/e),talla normal (t n),2008-11-01,1,2,0,1,2,2,3,5,8
TOLEDO,talla para la edad (t/e),talla normal (t n),2008-11-01,39,21,22,32,37,23,98,76,174
TOMAVE,talla para la edad (t/e),talla normal (t n),2008-11-01,10,19,7,10,34,29,51,58,109
TOMINA,talla para la edad (t/e),talla normal (t n),2008-11-01,65,76,60,74,130,118,255,268,523
TORO TORO,talla para la edad (t/e),talla normal (t n),2008-11-01,86,74,44,66,55,71,185,211,396
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2008-11-01,55,58,51,71,45,35,151,164,315
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2008-11-01,30,21,25,19,28,33,83,73,156
TRIGAL,talla para la edad (t/e),talla normal (t n),2008-11-01,6,5,5,5,10,4,21,14,35
TRINIDAD,talla para la edad (t/e),talla normal (t n),2008-11-01,406,358,211,222,201,202,818,782,1600
TUPIZA,talla para la edad (t/e),talla normal (t n),2008-11-01,247,233,163,163,284,295,694,691,1385
TURCO,talla para la edad (t/e),talla normal (t n),2008-11-01,29,30,23,30,21,20,73,80,153
UMALA,talla para la edad (t/e),talla normal (t n),2008-11-01,40,35,11,19,37,42,88,96,184
UNCIA,talla para la edad (t/e),talla normal (t n),2008-11-01,98,106,42,66,71,70,211,242,453
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2008-11-01,73,70,61,80,154,101,288,251,539
UYUNI,talla para la edad (t/e),talla normal (t n),2008-11-01,154,142,116,84,103,89,373,315,688
VACAS,talla para la edad (t/e),talla normal (t n),2008-11-01,47,58,62,61,51,44,160,163,323
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2008-11-01,77,68,34,35,58,43,169,146,315
VIACHA,talla para la edad (t/e),talla normal (t n),2008-11-01,199,185,139,120,173,155,511,460,971
VILA VILA,talla para la edad (t/e),talla normal (t n),2008-11-01,18,16,11,7,17,16,46,39,85
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla normal (t n),2008-11-01,7,13,8,5,8,9,23,27,50
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2008-11-01,20,20,11,7,16,17,47,44,91
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2008-11-01,86,58,66,86,155,164,307,308,615
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2008-11-01,445,398,286,271,371,358,1102,1027,2129
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla normal (t n),2008-11-01,51,53,42,53,67,66,160,172,332
VILLAZON,talla para la edad (t/e),talla normal (t n),2008-11-01,259,235,141,160,229,223,629,618,1247
VINTO,talla para la edad (t/e),talla normal (t n),2008-11-01,110,104,84,74,69,39,263,217,480
VITICHI,talla para la edad (t/e),talla normal (t n),2008-11-01,54,49,35,50,90,64,179,163,342
WALDO BALLIVIAN,talla para la edad (t/e),talla normal (t n),2008-11-01,11,10,8,3,5,8,24,21,45
WARNES,talla para la edad (t/e),talla normal (t n),2008-11-01,29,15,20,17,19,17,68,49,117
YACO,talla para la edad (t/e),talla normal (t n),2008-11-01,29,30,13,25,22,28,64,83,147
YACUIBA,talla para la edad (t/e),talla normal (t n),2008-11-01,73,62,76,42,71,48,220,152,372
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2008-11-01,58,60,47,51,91,119,196,230,426
YANACACHI,talla para la edad (t/e),talla normal (t n),2008-11-01,19,24,10,20,38,39,67,83,150
YAPACANI,talla para la edad (t/e),talla normal (t n),2008-11-01,143,112,73,74,97,99,313,285,598
YOCALLA,talla para la edad (t/e),talla normal (t n),2008-11-01,37,35,43,50,28,32,108,117,225
YOTALA,talla para la edad (t/e),talla normal (t n),2008-11-01,53,54,36,48,119,118,208,220,428
YUNCHARA,talla para la edad (t/e),talla normal (t n),2008-11-01,24,30,23,26,25,32,72,88,160
ZUDAÑEZ,talla para la edad (t/e),talla normal (t n),2008-11-01,57,50,41,38,67,57,165,145,310
ACACIO,talla para la edad (t/e),talla normal (t n),2008-12-01,40,27,12,23,36,26,88,76,164
ACHACACHI,talla para la edad (t/e),talla normal (t n),2008-12-01,195,170,94,81,104,97,393,348,741
AIQUILE,talla para la edad (t/e),talla normal (t n),2008-12-01,193,190,115,134,99,86,407,410,817
ALALAY,talla para la edad (t/e),talla normal (t n),2008-12-01,18,14,4,4,18,16,40,34,74
ALCALA,talla para la edad (t/e),talla normal (t n),2008-12-01,25,22,13,19,58,60,96,101,197
ANCORAIMES,talla para la edad (t/e),talla normal (t n),2008-12-01,41,48,19,21,63,40,123,109,232
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-12-01,14,18,20,19,41,24,75,61,136
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2008-12-01,23,17,12,4,19,20,54,41,95
ANZALDO,talla para la edad (t/e),talla normal (t n),2008-12-01,9,14,20,19,24,25,53,58,111
APOLO,talla para la edad (t/e),talla normal (t n),2008-12-01,51,62,45,32,68,77,164,171,335
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2008-12-01,29,37,25,25,47,59,101,121,222
ARANI,talla para la edad (t/e),talla normal (t n),2008-12-01,52,36,55,41,17,23,124,100,224
ARBIETO,talla para la edad (t/e),talla normal (t n),2008-12-01,64,58,50,47,83,89,197,194,391
ARQUE,talla para la edad (t/e),talla normal (t n),2008-12-01,48,64,43,33,54,56,145,153,298
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla normal (t n),2008-12-01,141,147,107,101,235,272,483,520,1003
ATOCHA,talla para la edad (t/e),talla normal (t n),2008-12-01,102,87,51,52,71,101,224,240,464
AUCAPATA,talla para la edad (t/e),talla normal (t n),2008-12-01,12,13,5,11,23,8,40,32,72
AYATA,talla para la edad (t/e),talla normal (t n),2008-12-01,38,28,24,22,44,36,106,86,192
AYO AYO,talla para la edad (t/e),talla normal (t n),2008-12-01,26,24,24,19,10,10,60,53,113
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2008-12-01,151,120,102,84,139,149,392,353,745
AZURDUY,talla para la edad (t/e),talla normal (t n),2008-12-01,16,15,8,11,18,23,42,49,91
BATALLAS,talla para la edad (t/e),talla normal (t n),2008-12-01,70,59,28,11,47,46,145,116,261
BAURES,talla para la edad (t/e),talla normal (t n),2008-12-01,35,42,19,16,27,38,81,96,177
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-12-01,6,2,0,5,6,5,12,12,24
BELEN DE URMIRI,talla para la edad (t/e),talla normal (t n),2008-12-01,8,6,6,7,10,8,24,21,45
BELLA FLOR,talla para la edad (t/e),talla normal (t n),2008-12-01,15,15,17,20,37,37,69,72,141
BERMEJO,talla para la edad (t/e),talla normal (t n),2008-12-01,67,67,34,34,44,54,145,155,300
BETANZOS,talla para la edad (t/e),talla normal (t n),2008-12-01,187,172,180,143,174,163,541,478,1019
BOLIVAR,talla para la edad (t/e),talla normal (t n),2008-12-01,27,40,38,31,56,56,121,127,248
BOLPEBRA,talla para la edad (t/e),talla normal (t n),2008-12-01,2,0,1,1,0,0,3,1,4
BOYUIBE,talla para la edad (t/e),talla normal (t n),2008-12-01,15,19,8,17,23,18,46,54,100
BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-12-01,48,28,16,25,27,31,91,84,175
CABEZAS,talla para la edad (t/e),talla normal (t n),2008-12-01,10,9,11,11,6,6,27,26,53
CAIROMA,talla para la edad (t/e),talla normal (t n),2008-12-01,62,41,35,35,45,39,142,115,257
"CAIZA ""D""",talla para la edad (t/e),talla normal (t n),2008-12-01,65,60,44,38,40,47,149,145,294
CAJUATA,talla para la edad (t/e),talla normal (t n),2008-12-01,68,51,32,24,36,41,136,116,252
CALACOTO,talla para la edad (t/e),talla normal (t n),2008-12-01,8,5,6,6,10,6,24,17,41
CALAMARCA,talla para la edad (t/e),talla normal (t n),2008-12-01,51,61,34,41,50,45,135,147,282
CAMARGO,talla para la edad (t/e),talla normal (t n),2008-12-01,105,105,68,80,120,122,293,307,600
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2008-12-01,25,21,14,16,32,22,71,59,130
