municipality,group,variable,month,Cantidad,TOTAL-M
VACAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,6,6
VILA VILA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,2,2
VILLA MONTES,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,1,1
VILLA TUNARI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,1,1
VILLAZON,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,9,9
YACUIBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-07-01,6,6
ACHACACHI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
ANDAMARCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
BERMEJO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
CAIROMA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,12,12
CAJUATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,5,5
CAMARGO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
CARACOLLO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
CARANAVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
CHALLAPATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,3,3
CHUMA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
COCHABAMBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,10,10
COLOMI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
COLQUIRI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,9,9
COTOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,3,3
EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,66,66
EL CHORO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
EL TORNO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
ENTRE RIOS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,6,6
EUCALIPTUS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
HUACARETA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
HUANUNI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
ICHOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
INQUISIVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,6,6
LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,42,42
LICOMA PAMPA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
LURIBAY,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
MACHACAMARCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
MIZQUE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
MONTEAGUDO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,6,6
ORURO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,50,50
PAZÑA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,5,5
POROMA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
POTOSI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,6,6
PUCARANI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
PUERTO VILLARROEL,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
PUNATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,6,6
QUIME,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,5,5
SACABA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
SACACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,31,31
SAN ANDRES DE MACHACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,11,11
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,27,27
SAN LUCAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
SAN PEDRO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,2,2
SAN RAMON,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,147,147
SAPAHAQUI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
SUCRE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
TIQUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,5,5
TIRAQUE (CBBA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
TOTORA(CBBA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
TRINIDAD,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
TURCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
UNCIA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,4,4
VACAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
VILLA RIVERO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,1,1
VILLAZON,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,20,20
WARNES,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-08-01,3,3
ACHOCALLA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,4,4
AIQUILE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
ANDAMARCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
ARANI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
BERMEJO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
CABEZAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
CAIROMA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
CAJUATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,4,4
CAPINOTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,14,14
CARACOLLO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
CARANAVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
CHALLAPATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
COLQUIRI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,6,6
COMANCHE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
COTOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,53,53
EL CHORO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,10,10
ENTRE RIOS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
INQUISIVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,7,7
LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,30,30
LAS CARRERAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
LLALLAGUA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
MOCOMOCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
ORURO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,44,44
PAZÑA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,4,4
POTOSI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,4,4
PUCARANI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
PUNATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
QUILLACOLLO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
QUIME,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,4,4
RIBERALTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,6,6
SACABA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
SACACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,30,30
SAN BUENA VENTURA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,5,5
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,20,20
SAN LUCAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,18,18
SANTIAGO DE CALLAPA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
SAPAHAQUI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
SORACACHI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
SUCRE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
TARABUCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
TINGUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,4,4
TIQUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
TIRAQUE (CBBA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
TOTORA(ORR),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
TUPIZA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
VACAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
VIACHA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,1,1
VILA VILA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
WARNES,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,2,2
YACUIBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-09-01,3,3
ACHOCALLA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
APOLO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,4,4
ATOCHA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,4,4
CABEZAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
CAJUATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,8,8
CALACOTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
CAPINOTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,18,18
CHARAGUA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
COCHABAMBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
COLQUECHACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
COLQUIRI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
COTOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,69,69
EL CHORO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,4,4
EL PUENTE(TJA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
EL TORNO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
ENTRE RIOS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,4,4
EXALTACION,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
FILADELFIA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
HUANUNI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
ICHOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,4,4
INQUISIVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,11,11
LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,42,42
LORETO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
MIZQUE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,3,3
MOROCHATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
ORURO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,26,26
PAZÑA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
PUCARANI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
PUNATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,3,3
QUIME,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,6,6
RIBERALTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,10,10
SACABAMBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
SACACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,11,11
SAN ANDRES DE MACHACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,16,16
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,13,13
SAPAHAQUI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
SUCRE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
TACOBAMBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
TAPACARI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
TARIJA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,5,5
TINGUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,4,4
TIQUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
TUPIZA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,2,2
VILLA TUNARI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-10-01,1,1
ACHACACHI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
ACHOCALLA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,3,3
AIQUILE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
ANDAMARCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
ASCENCION DE GUARAYOS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
ATOCHA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,12,12
CABEZAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
CAIROMA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
CAJUATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,6,6
CARANAVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
CATACORA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
COCHABAMBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,27,27
COLQUIRI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,4,4
COPACABANA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
CORQUE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
COTAGAITA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
COTOCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,4,4
EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,52,52
EL CHORO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
ENTRE RIOS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,5,5
EUCALIPTUS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
EUREKA (SANTOS MERCADO),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
FERNANDEZ ALONSO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
HUACARETA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
HUAYLLAMARCA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
INQUISIVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,11,11
LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,23,23
MOCOMOCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
MOROCHATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
OMEREQUE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
ORURO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,18,18
PAZÑA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
POCONA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
POTOSI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
PUCARANI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,5,5
PUERTO VILLARROEL,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
QUIME,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,5,5
RAVELO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
RIBERALTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,6,6
SACABA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
SACACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,25,25
SAIPINA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
SAN ANDRES DE MACHACA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,4,4
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,8,8
SAN LUCAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
SANTA ANA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,26,26
SUCRE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
TINGUIPAYA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,6,6
TIRAQUE (CBBA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,31,31
TRINIDAD,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
UNCIA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,3,3
VIACHA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
VILA VILA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
VILLA TUNARI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,1,1
VILLAZON,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
WARNES,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-11-01,2,2
AIQUILE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,2,2
APOLO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,2,2
ARAMPAMPA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,5,5
BATALLAS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
CAJUATA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
CAPINOTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,7,7
CATACORA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
COCHABAMBA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,18,18
COLQUIRI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,9,9
COMANCHE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
EL ALTO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,39,39
EL CHORO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,6,6
EL TORNO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
ENTRE RIOS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
EUCALIPTUS,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,2,2
HUANUNI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
INQUISIVI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,3,3
LA ASUNTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
LA PAZ,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,24,24
MIZQUE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,3,3
MOCOMOCO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,2,2
OMEREQUE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
ORURO,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,14,14
PAZÑA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
POCONA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,2,2
POTOSI,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,11,11
PUERTO VILLARROEL,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
QUIME,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
RIBERALTA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,7,7
ROBORE,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,1,1
SACABA,salud sexual y reproductiva,nro. de embarazadas enflaquecidas (desnutridas),2007-12-01,4,4
