municipality,group,variable,month,Cantidad,TOTAL
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,4,4
SICA SICA (VILLA AROMA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,18,18
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,178,178
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,7,7
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,4,4
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
TIPUANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,7,7
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,5,5
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,13,13
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,4,4
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,3,3
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,14,14
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,37,37
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,2,2
YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-12-01,1,1
