municipality,group,variable,month,Cantidad,TOTAL
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,8,8
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,196,196
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,4,4
COLLANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,4,4
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,11,11
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,277,277
EL PUENTE(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,18,18
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,5,5
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,5,5
HUANUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,4,4
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,18,18
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,489,489
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,26,26
MOROCHATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,121,121
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
PAPEL PAMPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,8,8
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,47,47
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,6,6
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,9,9
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,4,4
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,12,12
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,41,41
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,69,69
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,9,9
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,10,10
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,396,396
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
SICAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,11,11
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,113,113
TARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,39,39
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,6,6
TOLEDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,8,8
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,9,9
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,2,2
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,10,10
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,10,10
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,57,57
YAMPARAEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,3,3
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-04-01,1,1
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,5,5
AIQUILE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
APOLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,5,5
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,4,4
AYATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,25,25
CABEZAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,4,4
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,8,8
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,6,6
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,6,6
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,8,8
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,6,6
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,8,8
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,264,264
COLLANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,6,6
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,9,9
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,5,5
CORQUE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,7,7
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,38,38
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,265,265
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,31,31
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,7,7
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
HUANUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,5,5
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,43,43
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,453,453
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,99,99
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,6,6
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
PELECHUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,7,7
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,4,4
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,63,63
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,26,26
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,33,33
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,74,74
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,4,4
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,15,15
SAN LUCAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,797,797
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,5,5
SORATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,93,93
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,7,7
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,34,34
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,4,4
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,10,10
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,7,7
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,18,18
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,11,11
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,11,11
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,58,58
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,3,3
YUNCHARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-05-01,1,1
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,15,15
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,6,6
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,4,4
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,5,5
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,5,5
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,6,6
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,305,305
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,4,4
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,4,4
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,4,4
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,91,91
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,13,13
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,241,241
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,72,72
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
GENERAL SAAVEDRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,120,120
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,431,431
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,4,4
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,5,5
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,33,33
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,108,108
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,16,16
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,198,198
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,6,6
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,5,5
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,11,11
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,50,50
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,61,61
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
SAN IGNACIO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,25,25
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,5,5
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1608,1608
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,7,7
SICAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,7,7
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,85,85
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,35,35
TARVITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,3,3
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,7,7
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,5,5
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,10,10
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,9,9
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,20,20
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,64,64
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-06-01,2,2
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,6,6
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,12,12
BUENA VISTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,7,7
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,6,6
CHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,11,11
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,289,289
COLLANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,6,6
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,10,10
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,24,24
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,8,8
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,212,212
EL PUENTE(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,32,32
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,51,51
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,454,454
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,3,3
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
