,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
TACACOMA,talla para la edad (t/e),talla normal (t n),2009-01-01,31,21,16,22,26,23,73,66,139
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2009-01-01,33,43,27,23,36,26,96,92,188
TACOPAYA,talla para la edad (t/e),talla normal (t n),2009-01-01,44,44,47,39,44,32,135,115,250
TAHUA,talla para la edad (t/e),talla normal (t n),2009-01-01,0,1,1,0,1,0,2,1,3
TAPACARI,talla para la edad (t/e),talla normal (t n),2009-01-01,95,97,62,55,56,46,213,198,411
TARABUCO,talla para la edad (t/e),talla normal (t n),2009-01-01,76,88,42,66,139,154,257,308,565
TARACO,talla para la edad (t/e),talla normal (t n),2009-01-01,4,3,3,3,6,4,13,10,23
TARATA,talla para la edad (t/e),talla normal (t n),2009-01-01,64,43,31,31,29,39,124,113,237
TARIJA,talla para la edad (t/e),talla normal (t n),2009-01-01,282,236,276,256,221,227,779,719,1498
TARVITA,talla para la edad (t/e),talla normal (t n),2009-01-01,87,89,68,83,142,142,297,314,611
TEOPONTE,talla para la edad (t/e),talla normal (t n),2009-01-01,20,23,13,14,20,11,53,48,101
TIAWANACU,talla para la edad (t/e),talla normal (t n),2009-01-01,43,33,13,14,19,16,75,63,138
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2009-01-01,58,49,24,30,43,27,125,106,231
TIPUANI,talla para la edad (t/e),talla normal (t n),2009-01-01,53,50,31,26,35,42,119,118,237
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2009-01-01,40,44,28,31,21,22,89,97,186
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2009-01-01,125,115,53,66,81,85,259,266,525
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2009-01-01,2,2,7,2,8,7,17,11,28
TOCO,talla para la edad (t/e),talla normal (t n),2009-01-01,39,28,43,28,21,29,103,85,188
TODOS SANTOS,talla para la edad (t/e),talla normal (t n),2009-01-01,3,0,1,2,0,0,4,2,6
TOLATA,talla para la edad (t/e),talla normal (t n),2009-01-01,32,20,16,13,16,19,64,52,116
TOLEDO,talla para la edad (t/e),talla normal (t n),2009-01-01,20,17,19,18,11,9,50,44,94
TOMAVE,talla para la edad (t/e),talla normal (t n),2009-01-01,27,29,7,11,17,24,51,64,115
TOMINA,talla para la edad (t/e),talla normal (t n),2009-01-01,60,64,40,59,108,109,208,232,440
TORO TORO,talla para la edad (t/e),talla normal (t n),2009-01-01,33,40,32,38,44,44,109,122,231
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2009-01-01,49,42,42,47,35,44,126,133,259
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2009-01-01,18,15,10,10,11,19,39,44,83
TRIGAL,talla para la edad (t/e),talla normal (t n),2009-01-01,13,9,7,11,14,8,34,28,62
TRINIDAD,talla para la edad (t/e),talla normal (t n),2009-01-01,404,403,238,250,243,237,885,890,1775
TUPIZA,talla para la edad (t/e),talla normal (t n),2009-01-01,275,237,176,151,263,260,714,648,1362
TURCO,talla para la edad (t/e),talla normal (t n),2009-01-01,28,26,15,22,11,14,54,62,116
UMALA,talla para la edad (t/e),talla normal (t n),2009-01-01,35,25,15,16,24,23,74,64,138
UNCIA,talla para la edad (t/e),talla normal (t n),2009-01-01,91,80,39,51,47,53,177,184,361
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2009-01-01,69,76,74,82,57,62,200,220,420
UYUNI,talla para la edad (t/e),talla normal (t n),2009-01-01,147,164,82,90,83,75,312,329,641
VACAS,talla para la edad (t/e),talla normal (t n),2009-01-01,46,41,39,59,12,21,97,121,218
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2009-01-01,97,72,39,41,66,60,202,173,375
VIACHA,talla para la edad (t/e),talla normal (t n),2009-01-01,204,160,116,103,96,119,416,382,798
VILA VILA,talla para la edad (t/e),talla normal (t n),2009-01-01,22,27,13,16,15,19,50,62,112
VILLA MONTES,talla para la edad (t/e),talla normal (t n),2009-01-01,267,209,176,144,146,149,589,502,1091
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla normal (t n),2009-01-01,1,2,0,0,1,1,2,3,5
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2009-01-01,21,16,8,10,9,9,38,35,73
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2009-01-01,78,65,46,61,95,113,219,239,458
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2009-01-01,389,367,287,279,373,314,1049,960,2009
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla normal (t n),2009-01-01,37,36,33,51,67,66,137,153,290
VILLAZON,talla para la edad (t/e),talla normal (t n),2009-01-01,225,241,128,166,163,186,516,593,1109
VINTO,talla para la edad (t/e),talla normal (t n),2009-01-01,52,36,60,51,39,33,151,120,271
VITICHI,talla para la edad (t/e),talla normal (t n),2009-01-01,49,51,44,45,55,50,148,146,294
WALDO BALLIVIAN,talla para la edad (t/e),talla normal (t n),2009-01-01,9,10,2,6,2,3,13,19,32
WARNES,talla para la edad (t/e),talla normal (t n),2009-01-01,6,4,11,9,4,7,21,20,41
YACO,talla para la edad (t/e),talla normal (t n),2009-01-01,12,14,9,10,11,11,32,35,67
YACUIBA,talla para la edad (t/e),talla normal (t n),2009-01-01,81,71,54,42,46,53,181,166,347
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2009-01-01,48,49,33,47,94,106,175,202,377
YAPACANI,talla para la edad (t/e),talla normal (t n),2009-01-01,304,242,182,186,161,187,647,615,1262
YOCALLA,talla para la edad (t/e),talla normal (t n),2009-01-01,20,19,22,21,20,15,62,55,117
YOTALA,talla para la edad (t/e),talla normal (t n),2009-01-01,55,53,40,46,101,101,196,200,396
YUNCHARA,talla para la edad (t/e),talla normal (t n),2009-01-01,31,31,28,32,59,57,118,120,238
ZUDAÑEZ,talla para la edad (t/e),talla normal (t n),2009-01-01,68,62,39,44,105,81,212,187,399
ACACIO,talla para la edad (t/e),talla normal (t n),2009-02-01,28,27,11,25,30,24,69,76,145
ACHACACHI,talla para la edad (t/e),talla normal (t n),2009-02-01,196,246,138,133,209,203,543,582,1125
ACHOCALLA,talla para la edad (t/e),talla normal (t n),2009-02-01,15,15,5,8,12,9,32,32,64
AIQUILE,talla para la edad (t/e),talla normal (t n),2009-02-01,172,160,128,116,125,127,425,403,828
ALALAY,talla para la edad (t/e),talla normal (t n),2009-02-01,12,10,3,1,1,6,16,17,33
ALCALA,talla para la edad (t/e),talla normal (t n),2009-02-01,23,22,20,18,50,65,93,105,198
ANCORAIMES,talla para la edad (t/e),talla normal (t n),2009-02-01,57,51,26,31,89,82,172,164,336
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2009-02-01,15,18,17,16,35,25,67,59,126
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2009-02-01,17,10,10,10,20,20,47,40,87
ANZALDO,talla para la edad (t/e),talla normal (t n),2009-02-01,17,27,30,29,28,29,75,85,160
APOLO,talla para la edad (t/e),talla normal (t n),2009-02-01,95,86,46,43,84,85,225,214,439
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2009-02-01,27,31,16,13,29,32,72,76,148
ARANI,talla para la edad (t/e),talla normal (t n),2009-02-01,79,58,37,23,48,52,164,133,297
ARBIETO,talla para la edad (t/e),talla normal (t n),2009-02-01,41,52,44,45,63,60,148,157,305
ARQUE,talla para la edad (t/e),talla normal (t n),2009-02-01,61,52,40,31,52,57,153,140,293
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla normal (t n),2009-02-01,9,2,13,7,9,16,31,25,56
ATOCHA,talla para la edad (t/e),talla normal (t n),2009-02-01,58,38,37,36,51,50,146,124,270
AUCAPATA,talla para la edad (t/e),talla normal (t n),2009-02-01,22,23,19,10,32,16,73,49,122
AYATA,talla para la edad (t/e),talla normal (t n),2009-02-01,26,16,15,14,18,16,59,46,105
AYO AYO,talla para la edad (t/e),talla normal (t n),2009-02-01,28,40,19,18,14,10,61,68,129
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2009-02-01,126,103,104,71,77,61,307,235,542
AZURDUY,talla para la edad (t/e),talla normal (t n),2009-02-01,55,43,50,48,62,68,167,159,326
BATALLAS,talla para la edad (t/e),talla normal (t n),2009-02-01,87,64,54,34,75,67,216,165,381
BAURES,talla para la edad (t/e),talla normal (t n),2009-02-01,35,40,24,13,39,28,98,81,179
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2009-02-01,3,4,2,3,7,12,12,19,31
BELEN DE URMIRI,talla para la edad (t/e),talla normal (t n),2009-02-01,8,4,7,6,9,10,24,20,44
BELLA FLOR,talla para la edad (t/e),talla normal (t n),2009-02-01,10,10,11,5,34,22,55,37,92
BERMEJO,talla para la edad (t/e),talla normal (t n),2009-02-01,40,45,39,30,34,32,113,107,220
BETANZOS,talla para la edad (t/e),talla normal (t n),2009-02-01,189,160,143,142,202,180,534,482,1016
BOLIVAR,talla para la edad (t/e),talla normal (t n),2009-02-01,29,40,45,34,27,14,101,88,189
BOLPEBRA,talla para la edad (t/e),talla normal (t n),2009-02-01,11,8,17,10,28,18,56,36,92
BOYUIBE,talla para la edad (t/e),talla normal (t n),2009-02-01,21,25,14,16,20,20,55,61,116
BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-02-01,38,55,34,46,75,51,147,152,299
CABEZAS,talla para la edad (t/e),talla normal (t n),2009-02-01,46,21,23,26,52,19,121,66,187
CAIROMA,talla para la edad (t/e),talla normal (t n),2009-02-01,53,33,16,26,69,53,138,112,250
"CAIZA ""D""",talla para la edad (t/e),talla normal (t n),2009-02-01,58,69,47,40,33,30,138,139,277
CAJUATA,talla para la edad (t/e),talla normal (t n),2009-02-01,68,66,57,42,46,70,171,178,349
CALACOTO,talla para la edad (t/e),talla normal (t n),2009-02-01,19,9,8,5,19,16,46,30,76
CALAMARCA,talla para la edad (t/e),talla normal (t n),2009-02-01,37,51,24,40,48,41,109,132,241
CAMARGO,talla para la edad (t/e),talla normal (t n),2009-02-01,101,111,77,80,135,159,313,350,663
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2009-02-01,27,17,11,24,40,33,78,74,152
CAMIRI,talla para la edad (t/e),talla normal (t n),2009-02-01,108,96,42,55,119,122,269,273,542
CAPINOTA,talla para la edad (t/e),talla normal (t n),2009-02-01,64,36,32,23,28,21,124,80,204
CAQUIAVIRI,talla para la edad (t/e),talla normal (t n),2009-02-01,47,42,13,22,38,40,98,104,202
CARACOLLO,talla para la edad (t/e),talla normal (t n),2009-02-01,87,104,62,59,38,44,187,207,394
CARANAVI,talla para la edad (t/e),talla normal (t n),2009-02-01,336,274,176,173,172,172,684,619,1303
CARANGAS,talla para la edad (t/e),talla normal (t n),2009-02-01,0,0,1,0,3,0,4,0,4
CARAPARI,talla para la edad (t/e),talla normal (t n),2009-02-01,76,88,100,101,68,75,244,264,508
CARIPUYO,talla para la edad (t/e),talla normal (t n),2009-02-01,34,35,20,28,50,52,104,115,219
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla normal (t n),2009-02-01,19,27,10,15,29,18,58,60,118
CATACORA,talla para la edad (t/e),talla normal (t n),2009-02-01,1,2,4,3,4,3,9,8,17
CHACARILLA,talla para la edad (t/e),talla normal (t n),2009-02-01,1,3,4,3,7,7,12,13,25
CHALLAPATA,talla para la edad (t/e),talla normal (t n),2009-02-01,121,147,100,94,89,102,310,343,653
CHAQUI,talla para la edad (t/e),talla normal (t n),2009-02-01,22,16,14,17,12,8,48,41,89
CHARAGUA,talla para la edad (t/e),talla normal (t n),2009-02-01,60,60,43,42,77,67,180,169,349
CHARAÑA,talla para la edad (t/e),talla normal (t n),2009-02-01,3,1,0,0,0,0,3,1,4
CHAYANTA,talla para la edad (t/e),talla normal (t n),2009-02-01,50,42,35,35,19,23,104,100,204
CHIMORE,talla para la edad (t/e),talla normal (t n),2009-02-01,47,60,46,50,75,67,168,177,345
CHIPAYA,talla para la edad (t/e),talla normal (t n),2009-02-01,2,7,4,7,2,4,8,18,26
CHOQUE COTA,talla para la edad (t/e),talla normal (t n),2009-02-01,6,2,5,5,4,4,15,11,26
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2009-02-01,64,43,25,14,12,15,101,72,173
CHUMA,talla para la edad (t/e),talla normal (t n),2009-02-01,35,25,24,40,26,28,85,93,178
CLIZA,talla para la edad (t/e),talla normal (t n),2009-02-01,104,84,44,53,69,58,217,195,412
COBIJA,talla para la edad (t/e),talla normal (t n),2009-02-01,223,199,122,122,154,134,499,455,954
COCHABAMBA,talla para la edad (t/e),talla normal (t n),2009-02-01,3,2,3,1,3,3,9,6,15
COIPASA,talla para la edad (t/e),talla normal (t n),2009-02-01,4,1,4,1,4,6,12,8,20
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2009-02-01,153,115,54,73,87,74,294,262,556
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2009-02-01,43,63,41,29,60,54,144,146,290
COLLANA,talla para la edad (t/e),talla normal (t n),2009-02-01,8,10,14,10,5,3,27,23,50
COLOMI,talla para la edad (t/e),talla normal (t n),2009-02-01,91,78,38,34,57,61,186,173,359
COLPA BELGICA,talla para la edad (t/e),talla normal (t n),2009-02-01,31,24,10,10,24,16,65,50,115
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2009-02-01,141,170,159,168,61,57,361,395,756
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2009-02-01,40,41,35,25,33,32,108,98,206
COLQUIRI,talla para la edad (t/e),talla normal (t n),2009-02-01,83,72,34,39,55,40,172,151,323
COMANCHE,talla para la edad (t/e),talla normal (t n),2009-02-01,7,12,9,8,4,2,20,22,42
COMARAPA,talla para la edad (t/e),talla normal (t n),2009-02-01,107,97,42,45,49,43,198,185,383
COMBAYA,talla para la edad (t/e),talla normal (t n),2009-02-01,13,12,10,8,18,12,41,32,73
CONCEPCION,talla para la edad (t/e),talla normal (t n),2009-02-01,121,109,49,48,70,66,240,223,463
COPACABANA,talla para la edad (t/e),talla normal (t n),2009-02-01,54,57,32,28,52,50,138,135,273
CORIPATA,talla para la edad (t/e),talla normal (t n),2009-02-01,47,33,24,35,26,38,97,106,203
CORO CORO,talla para la edad (t/e),talla normal (t n),2009-02-01,33,25,20,21,9,30,62,76,138
COROICO,talla para la edad (t/e),talla normal (t n),2009-02-01,56,59,33,34,47,54,136,147,283
CORQUE,talla para la edad (t/e),talla normal (t n),2009-02-01,23,22,10,18,8,2,41,42,83
COTAGAITA,talla para la edad (t/e),talla normal (t n),2009-02-01,62,90,60,56,111,151,233,297,530
COTOCA,talla para la edad (t/e),talla normal (t n),2009-02-01,252,254,108,127,173,144,533,525,1058
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2009-02-01,16,7,10,9,46,47,72,63,135
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla normal (t n),2009-02-01,2,2,2,3,1,2,5,7,12
CUEVO,talla para la edad (t/e),talla normal (t n),2009-02-01,28,17,22,13,20,52,70,82,152
CULPINA,talla para la edad (t/e),talla normal (t n),2009-02-01,124,119,87,93,187,176,398,388,786
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2009-02-01,32,39,24,14,8,11,64,64,128
CURVA,talla para la edad (t/e),talla normal (t n),2009-02-01,13,6,5,8,16,9,34,23,57
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2009-02-01,14,19,14,8,9,10,37,37,74
EL ALTO,talla para la edad (t/e),talla normal (t n),2009-02-01,2779,2560,1159,1190,1114,1046,5052,4796,9848
EL CHORO,talla para la edad (t/e),talla normal (t n),2009-02-01,13,14,15,16,8,6,36,36,72
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2009-02-01,78,68,59,42,109,105,246,215,461
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2009-02-01,60,65,46,49,79,80,185,194,379
EL TORNO,talla para la edad (t/e),talla normal (t n),2009-02-01,182,190,82,62,101,89,365,341,706
EL VILLAR,talla para la edad (t/e),talla normal (t n),2009-02-01,30,31,22,26,66,63,118,120,238
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-02-01,88,72,88,78,69,86,245,236,481
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-02-01,169,115,111,101,144,149,424,365,789
ESCARA,talla para la edad (t/e),talla normal (t n),2009-02-01,2,0,1,0,0,1,3,1,4
ESMERALDA,talla para la edad (t/e),talla normal (t n),2009-02-01,0,0,1,1,2,2,3,3,6
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2009-02-01,39,28,27,22,35,25,101,75,176
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla normal (t n),2009-02-01,4,5,4,2,4,4,12,11,23
EXALTACION,talla para la edad (t/e),talla normal (t n),2009-02-01,20,17,14,10,36,24,70,51,121
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2009-02-01,65,52,44,43,88,75,197,170,367
FILADELFIA,talla para la edad (t/e),talla normal (t n),2009-02-01,24,21,17,12,14,8,55,41,96
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2009-02-01,98,75,64,76,77,83,239,234,473
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2009-02-01,46,31,17,25,33,33,96,89,185
GUANAY,talla para la edad (t/e),talla normal (t n),2009-02-01,62,70,37,36,42,53,141,159,300
GUAQUI,talla para la edad (t/e),talla normal (t n),2009-02-01,19,12,5,8,19,10,43,30,73
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2009-02-01,274,208,90,103,118,85,482,396,878
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2009-02-01,24,35,18,21,38,29,80,85,165
HUACARETA,talla para la edad (t/e),talla normal (t n),2009-02-01,48,43,30,32,73,70,151,145,296
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla normal (t n),2009-02-01,14,16,12,9,38,36,64,61,125
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2009-02-01,1,0,0,1,2,1,3,2,5
HUANUNI,talla para la edad (t/e),talla normal (t n),2009-02-01,85,107,43,42,28,26,156,175,331
HUARACAJE,talla para la edad (t/e),talla normal (t n),2009-02-01,21,12,11,12,10,10,42,34,76
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2009-02-01,19,28,18,19,26,18,63,65,128
ICHOCA,talla para la edad (t/e),talla normal (t n),2009-02-01,13,18,7,13,15,22,35,53,88
ICLA,talla para la edad (t/e),talla normal (t n),2009-02-01,65,55,49,53,147,157,261,265,526
INCAHUASI,talla para la edad (t/e),talla normal (t n),2009-02-01,97,104,58,70,106,100,261,274,535
INGAVI (HUMAITA),talla para la edad (t/e),talla normal (t n),2009-02-01,1,5,1,1,5,2,7,8,15
INQUISIVI,talla para la edad (t/e),talla normal (t n),2009-02-01,59,55,33,30,39,38,131,123,254
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2009-02-01,90,68,47,53,65,74,202,195,397
IXIAMAS,talla para la edad (t/e),talla normal (t n),2009-02-01,31,47,17,12,22,27,70,86,156
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-02-01,48,46,27,33,57,77,132,156,288
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2009-02-01,78,53,32,28,37,28,147,109,256
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2009-02-01,342,306,142,152,208,214,692,672,1364
LA PAZ,talla para la edad (t/e),talla normal (t n),2009-02-01,2232,2031,1050,1066,1477,1458,4759,4555,9314
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2009-02-01,53,39,58,39,89,93,200,171,371
LAJA,talla para la edad (t/e),talla normal (t n),2009-02-01,59,62,43,39,41,39,143,140,283
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2009-02-01,33,17,21,13,49,45,103,75,178
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2009-02-01,11,10,7,10,8,16,26,36,62
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2009-02-01,112,125,98,88,88,88,298,301,599
LLICA,talla para la edad (t/e),talla normal (t n),2009-02-01,20,7,14,15,27,19,61,41,102
LORETO,talla para la edad (t/e),talla normal (t n),2009-02-01,15,22,8,9,22,17,45,48,93
LURIBAY,talla para la edad (t/e),talla normal (t n),2009-02-01,35,47,38,41,42,48,115,136,251
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2009-02-01,29,31,18,22,8,18,55,71,126
MACHARETI,talla para la edad (t/e),talla normal (t n),2009-02-01,59,50,50,53,110,101,219,204,423
MAGDALENA,talla para la edad (t/e),talla normal (t n),2009-02-01,70,48,19,22,42,29,131,99,230
MAIRANA,talla para la edad (t/e),talla normal (t n),2009-02-01,68,64,35,26,30,33,133,123,256
MALLA,talla para la edad (t/e),talla normal (t n),2009-02-01,14,15,10,7,15,14,39,36,75
MAPIRI,talla para la edad (t/e),talla normal (t n),2009-02-01,79,70,35,16,32,23,146,109,255
MECAPACA,talla para la edad (t/e),talla normal (t n),2009-02-01,38,23,13,11,9,9,60,43,103
MINEROS,talla para la edad (t/e),talla normal (t n),2009-02-01,104,77,53,50,75,66,232,193,425
MIZQUE,talla para la edad (t/e),talla normal (t n),2009-02-01,92,72,52,101,71,35,215,208,423
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2009-02-01,42,39,21,16,37,33,100,88,188
MOJINETE,talla para la edad (t/e),talla normal (t n),2009-02-01,7,4,0,1,3,2,10,7,17
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2009-02-01,28,21,17,25,60,53,105,99,204
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2009-02-01,186,166,171,189,250,248,607,603,1210
MONTERO,talla para la edad (t/e),talla normal (t n),2009-02-01,500,445,275,248,361,308,1136,1001,2137
MORO MORO,talla para la edad (t/e),talla normal (t n),2009-02-01,10,12,20,14,14,15,44,41,85
MOROCHATA,talla para la edad (t/e),talla normal (t n),2009-02-01,133,137,114,120,94,94,341,351,692
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2009-02-01,18,6,31,21,31,28,80,55,135
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2009-02-01,2,5,1,1,1,1,4,7,11
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla normal (t n),2009-02-01,10,11,3,5,12,7,25,23,48
OCURI,talla para la edad (t/e),talla normal (t n),2009-02-01,92,80,72,69,59,56,223,205,428
