municipality,group,variable,month,Cantidad,TOTAL-M
WARNES,intoxicaciones,plaguicidas,2005-10-01,1,1
YACUIBA,intoxicaciones,plaguicidas,2005-10-01,4,4
ANCORAIMES,intoxicaciones,plaguicidas,2005-11-01,1,1
BETANZOS,intoxicaciones,plaguicidas,2005-11-01,1,1
CABEZAS,intoxicaciones,plaguicidas,2005-11-01,1,1
CAJUATA,intoxicaciones,plaguicidas,2005-11-01,1,1
CAMIRI,intoxicaciones,plaguicidas,2005-11-01,5,5
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,plaguicidas,2005-11-01,1,1
COCHABAMBA,intoxicaciones,plaguicidas,2005-11-01,27,27
COLOMI,intoxicaciones,plaguicidas,2005-11-01,3,3
COMARAPA,intoxicaciones,plaguicidas,2005-11-01,4,4
COTAGAITA,intoxicaciones,plaguicidas,2005-11-01,1,1
EL ALTO,intoxicaciones,plaguicidas,2005-11-01,32,32
EUCALIPTUS,intoxicaciones,plaguicidas,2005-11-01,1,1
FERNANDEZ ALONSO,intoxicaciones,plaguicidas,2005-11-01,1,1
GUANAY,intoxicaciones,plaguicidas,2005-11-01,1,1
IRUPANA (VILLA DE LANZA),intoxicaciones,plaguicidas,2005-11-01,6,6
LA PAZ,intoxicaciones,plaguicidas,2005-11-01,24,24
LURIBAY,intoxicaciones,plaguicidas,2005-11-01,3,3
MINEROS,intoxicaciones,plaguicidas,2005-11-01,1,1
MONTERO,intoxicaciones,plaguicidas,2005-11-01,3,3
ORURO,intoxicaciones,plaguicidas,2005-11-01,9,9
PADCAYA,intoxicaciones,plaguicidas,2005-11-01,1,1
PAILON,intoxicaciones,plaguicidas,2005-11-01,1,1
POROMA,intoxicaciones,plaguicidas,2005-11-01,2,2
PORTACHUELO,intoxicaciones,plaguicidas,2005-11-01,1,1
PUERTO CARABUCO,intoxicaciones,plaguicidas,2005-11-01,2,2
PUERTO VILLARROEL,intoxicaciones,plaguicidas,2005-11-01,4,4
QUILLACOLLO,intoxicaciones,plaguicidas,2005-11-01,9,9
SACABA,intoxicaciones,plaguicidas,2005-11-01,8,8
SAMAIPATA,intoxicaciones,plaguicidas,2005-11-01,1,1
SAN BORJA,intoxicaciones,plaguicidas,2005-11-01,1,1
SAN IGNACIO DE VELASCO,intoxicaciones,plaguicidas,2005-11-01,1,1
SAN JULIAN,intoxicaciones,plaguicidas,2005-11-01,4,4
SAN PEDRO DE QUEMES,intoxicaciones,plaguicidas,2005-11-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,plaguicidas,2005-11-01,6,6
SUCRE,intoxicaciones,plaguicidas,2005-11-01,1,1
TARIJA,intoxicaciones,plaguicidas,2005-11-01,3,3
VILLA TUNARI,intoxicaciones,plaguicidas,2005-11-01,9,9
VILLAZON,intoxicaciones,plaguicidas,2005-11-01,1,1
WARNES,intoxicaciones,plaguicidas,2005-11-01,4,4
YAPACANI,intoxicaciones,plaguicidas,2005-11-01,1,1
BATALLAS,intoxicaciones,plaguicidas,2005-12-01,2,2
BETANZOS,intoxicaciones,plaguicidas,2005-12-01,2,2
CAJUATA,intoxicaciones,plaguicidas,2005-12-01,2,2
CAMIRI,intoxicaciones,plaguicidas,2005-12-01,2,2
CARANAVI,intoxicaciones,plaguicidas,2005-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),intoxicaciones,plaguicidas,2005-12-01,1,1
COBIJA,intoxicaciones,plaguicidas,2005-12-01,1,1
COCHABAMBA,intoxicaciones,plaguicidas,2005-12-01,29,29
COLOMI,intoxicaciones,plaguicidas,2005-12-01,5,5
EL ALTO,intoxicaciones,plaguicidas,2005-12-01,23,23
FERNANDEZ ALONSO,intoxicaciones,plaguicidas,2005-12-01,1,1
GUANAY,intoxicaciones,plaguicidas,2005-12-01,1,1
LA PAZ,intoxicaciones,plaguicidas,2005-12-01,14,14
LAJA,intoxicaciones,plaguicidas,2005-12-01,1,1
LURIBAY,intoxicaciones,plaguicidas,2005-12-01,4,4
MECAPACA,intoxicaciones,plaguicidas,2005-12-01,1,1
MINEROS,intoxicaciones,plaguicidas,2005-12-01,2,2
MONTERO,intoxicaciones,plaguicidas,2005-12-01,11,11
MORO MORO,intoxicaciones,plaguicidas,2005-12-01,1,1
ORURO,intoxicaciones,plaguicidas,2005-12-01,2,2
PADCAYA,intoxicaciones,plaguicidas,2005-12-01,1,1
PAMPA GRANDE,intoxicaciones,plaguicidas,2005-12-01,1,1
PUCARANI,intoxicaciones,plaguicidas,2005-12-01,1,1
PUERTO CARABUCO,intoxicaciones,plaguicidas,2005-12-01,3,3
QUILLACOLLO,intoxicaciones,plaguicidas,2005-12-01,5,5
RAVELO,intoxicaciones,plaguicidas,2005-12-01,1,1
SACABA,intoxicaciones,plaguicidas,2005-12-01,8,8
SACACA,intoxicaciones,plaguicidas,2005-12-01,3,3
SAN IGNACIO DE VELASCO,intoxicaciones,plaguicidas,2005-12-01,3,3
SAN PEDRO,intoxicaciones,plaguicidas,2005-12-01,1,1
SANTA CRUZ DE LA SIERRA,intoxicaciones,plaguicidas,2005-12-01,1,1
SUCRE,intoxicaciones,plaguicidas,2005-12-01,1,1
TARABUCO,intoxicaciones,plaguicidas,2005-12-01,1,1
TARIJA,intoxicaciones,plaguicidas,2005-12-01,6,6
TIRAQUE (CBBA),intoxicaciones,plaguicidas,2005-12-01,1,1
VILLA TUNARI,intoxicaciones,plaguicidas,2005-12-01,1,1
VILLAZON,intoxicaciones,plaguicidas,2005-12-01,1,1
VITICHI,intoxicaciones,plaguicidas,2005-12-01,1,1
WARNES,intoxicaciones,plaguicidas,2005-12-01,3,3
ZUDAÑEZ,intoxicaciones,plaguicidas,2005-12-01,1,1
