municipality,group,variable,month,Cantidad,TOTAL
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,4,4
PALCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,51,51
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,5,5
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,5,5
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,72,72
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
ROBORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,67,67
SACACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
SAN ANTONIO DE LOMERIO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,8,8
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,13,13
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,5,5
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
SAN RAFAEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,416,416
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,5,5
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,4,4
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,15,15
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,130,130
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,17,17
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,22,22
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,13,13
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,8,8
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,23,23
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,9,9
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,6,6
VILLA SERRANO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,2,2
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,8,8
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,19,19
WALDO BALLIVIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,5,5
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,42,42
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,3,3
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-03-01,1,1
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,5,5
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,9,9
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
BAURES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,21,21
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,4,4
CAIROMA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,7,7
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,8,8
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
CATACORA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,4,4
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,11,11
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,13,13
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,239,239
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,5,5
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,6,6
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,7,7
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,168,168
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,17,17
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,12,12
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
GUAYARAMERIN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
ICHOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
IXIAMAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,15,15
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,402,402
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,4,4
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,39,39
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,98,98
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
PADILLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,6,6
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,32,32
PUCARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,4,4
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
PUNA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,42,42
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,64,64
SACACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,11,11
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,4,4
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,4,4
SAN RAFAEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
SANTA ANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,398,398
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,6,6
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,11,11
SORACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,105,105
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,35,35
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
TOMINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
TORO TORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,3,3
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,2,2
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,14,14
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,7,7
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,14,14
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,16,16
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,31,31
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-04-01,7,7
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,9,9
AYATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,17,17
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
CABEZAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
CAIROMA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,7,7
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,7,7
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
CHOQUE COTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,5,5
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,7,7
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,9,9
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,282,282
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,5,5
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,18,18
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,206,206
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,12,12
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
GENERAL SAAVEDRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,5,5
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,20,20
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,459,459
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
LLALLAGUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
LURIBAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,5,5
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,56,56
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,129,129
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,5,5
PADILLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
POSTRER VALLE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,47,47
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
PUERTO PEREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,5,5
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,51,51
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,79,79
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
SAN ANTONIO DE LOMERIO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,10,10
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
SANTA ANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,468,468
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,16,16
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,127,127
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,32,32
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,24,24
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,6,6
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
TRIGAL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,9,9
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,11,11
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,4,4
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,2,2
VILLA SERRANO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,17,17
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,43,43
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,39,39
